date,predicted_occupancy_rate,predicted_occupied_beds,lower_bound,upper_bound,occupancy_rate,occupied_beds
2026-02-12,0.8239969977378429,208,0.7169948088518425,0.931805680721903,,
2026-02-13,0.7911690609435145,200,0.681305481057814,0.8989912014885979,,
2026-02-14,0.7497243634651195,189,0.641757132992494,0.8635761919329247,,
2026-02-15,0.7937342874556139,200,0.6749178397129343,0.9086553494386507,,
2026-02-16,0.7732595334075637,195,0.6596192466302592,0.8823320286430175,,
2026-02-17,0.7568303719157042,191,0.6399140211105089,0.8796312279813324,,
2026-02-18,0.7695401916585896,194,0.6534335234332805,0.885845704893183,,
2026-02-19,0.7888257889565493,199,0.6710406088246248,0.9100627709049063,,
2026-02-20,0.7755198723472265,196,0.6490224351117709,0.8992898094622674,,
2026-02-21,0.7709346623046858,195,0.6475502279949066,0.8979599017868941,,
2026-02-22,0.8061953248152897,203,0.6755610245036388,0.9283148407836928,,
2026-02-23,0.828536927803709,209,0.6987264421538009,0.9616294711937341,,
2026-02-24,0.9170381942661235,232,0.7916680110557917,0.999999,,
2026-02-25,0.874939584906247,221,0.7441837204695174,0.999999,,
2026-02-26,0.8570841103918817,216,0.721660496519458,0.999999,,
2026-02-27,0.8690815604100427,219,0.7361680021004804,0.999999,,
2026-02-28,0.8745996834378187,221,0.7362482512038184,0.999999,,
2026-03-01,0.8845033083593012,223,0.7429153982750991,0.999999,,
